"","row_id","num_reps","num_taxa","num_trees","tree_depth","recombination_value","recombination_type","uid","alisim_gene_models","alisim_gene_tree_length","total_alignment_length","sequence_type","starting_tree_file","gene_tree_file","partition_file","output_alignment_file"
"886",886,6,10,250,10,0.25,"Ancient","exp2_00250_0010_006_10_0.25_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_006_10_0.25_Ancient/exp2_00250_0010_006_10_0.25_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_006_10_0.25_Ancient/exp2_00250_0010_006_10_0.25_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_006_10_0.25_Ancient/exp2_00250_0010_006_10_0.25_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_006_10_0.25_Ancient/exp2_00250_0010_006_10_0.25_Ancient_output_alignment.fa"
"887",887,7,10,250,10,0.25,"Ancient","exp2_00250_0010_007_10_0.25_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_007_10_0.25_Ancient/exp2_00250_0010_007_10_0.25_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_007_10_0.25_Ancient/exp2_00250_0010_007_10_0.25_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_007_10_0.25_Ancient/exp2_00250_0010_007_10_0.25_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_007_10_0.25_Ancient/exp2_00250_0010_007_10_0.25_Ancient_output_alignment.fa"
"888",888,8,10,250,10,0.25,"Ancient","exp2_00250_0010_008_10_0.25_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_008_10_0.25_Ancient/exp2_00250_0010_008_10_0.25_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_008_10_0.25_Ancient/exp2_00250_0010_008_10_0.25_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_008_10_0.25_Ancient/exp2_00250_0010_008_10_0.25_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_008_10_0.25_Ancient/exp2_00250_0010_008_10_0.25_Ancient_output_alignment.fa"
"889",889,9,10,250,10,0.25,"Ancient","exp2_00250_0010_009_10_0.25_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_009_10_0.25_Ancient/exp2_00250_0010_009_10_0.25_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_009_10_0.25_Ancient/exp2_00250_0010_009_10_0.25_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_009_10_0.25_Ancient/exp2_00250_0010_009_10_0.25_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_009_10_0.25_Ancient/exp2_00250_0010_009_10_0.25_Ancient_output_alignment.fa"
"890",890,10,10,250,10,0.25,"Ancient","exp2_00250_0010_010_10_0.25_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_010_10_0.25_Ancient/exp2_00250_0010_010_10_0.25_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_010_10_0.25_Ancient/exp2_00250_0010_010_10_0.25_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_010_10_0.25_Ancient/exp2_00250_0010_010_10_0.25_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_010_10_0.25_Ancient/exp2_00250_0010_010_10_0.25_Ancient_output_alignment.fa"
"891",891,1,20,250,10,0.25,"Ancient","exp2_00250_0020_001_10_0.25_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_001_10_0.25_Ancient/exp2_00250_0020_001_10_0.25_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_001_10_0.25_Ancient/exp2_00250_0020_001_10_0.25_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_001_10_0.25_Ancient/exp2_00250_0020_001_10_0.25_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_001_10_0.25_Ancient/exp2_00250_0020_001_10_0.25_Ancient_output_alignment.fa"
"892",892,2,20,250,10,0.25,"Ancient","exp2_00250_0020_002_10_0.25_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_002_10_0.25_Ancient/exp2_00250_0020_002_10_0.25_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_002_10_0.25_Ancient/exp2_00250_0020_002_10_0.25_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_002_10_0.25_Ancient/exp2_00250_0020_002_10_0.25_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_002_10_0.25_Ancient/exp2_00250_0020_002_10_0.25_Ancient_output_alignment.fa"
"893",893,3,20,250,10,0.25,"Ancient","exp2_00250_0020_003_10_0.25_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_003_10_0.25_Ancient/exp2_00250_0020_003_10_0.25_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_003_10_0.25_Ancient/exp2_00250_0020_003_10_0.25_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_003_10_0.25_Ancient/exp2_00250_0020_003_10_0.25_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_003_10_0.25_Ancient/exp2_00250_0020_003_10_0.25_Ancient_output_alignment.fa"
"894",894,4,20,250,10,0.25,"Ancient","exp2_00250_0020_004_10_0.25_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_004_10_0.25_Ancient/exp2_00250_0020_004_10_0.25_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_004_10_0.25_Ancient/exp2_00250_0020_004_10_0.25_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_004_10_0.25_Ancient/exp2_00250_0020_004_10_0.25_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_004_10_0.25_Ancient/exp2_00250_0020_004_10_0.25_Ancient_output_alignment.fa"
"895",895,5,20,250,10,0.25,"Ancient","exp2_00250_0020_005_10_0.25_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_005_10_0.25_Ancient/exp2_00250_0020_005_10_0.25_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_005_10_0.25_Ancient/exp2_00250_0020_005_10_0.25_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_005_10_0.25_Ancient/exp2_00250_0020_005_10_0.25_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_005_10_0.25_Ancient/exp2_00250_0020_005_10_0.25_Ancient_output_alignment.fa"
"896",896,6,20,250,10,0.25,"Ancient","exp2_00250_0020_006_10_0.25_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_006_10_0.25_Ancient/exp2_00250_0020_006_10_0.25_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_006_10_0.25_Ancient/exp2_00250_0020_006_10_0.25_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_006_10_0.25_Ancient/exp2_00250_0020_006_10_0.25_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_006_10_0.25_Ancient/exp2_00250_0020_006_10_0.25_Ancient_output_alignment.fa"
"897",897,7,20,250,10,0.25,"Ancient","exp2_00250_0020_007_10_0.25_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_007_10_0.25_Ancient/exp2_00250_0020_007_10_0.25_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_007_10_0.25_Ancient/exp2_00250_0020_007_10_0.25_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_007_10_0.25_Ancient/exp2_00250_0020_007_10_0.25_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_007_10_0.25_Ancient/exp2_00250_0020_007_10_0.25_Ancient_output_alignment.fa"
"898",898,8,20,250,10,0.25,"Ancient","exp2_00250_0020_008_10_0.25_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_008_10_0.25_Ancient/exp2_00250_0020_008_10_0.25_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_008_10_0.25_Ancient/exp2_00250_0020_008_10_0.25_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_008_10_0.25_Ancient/exp2_00250_0020_008_10_0.25_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_008_10_0.25_Ancient/exp2_00250_0020_008_10_0.25_Ancient_output_alignment.fa"
"899",899,9,20,250,10,0.25,"Ancient","exp2_00250_0020_009_10_0.25_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_009_10_0.25_Ancient/exp2_00250_0020_009_10_0.25_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_009_10_0.25_Ancient/exp2_00250_0020_009_10_0.25_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_009_10_0.25_Ancient/exp2_00250_0020_009_10_0.25_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_009_10_0.25_Ancient/exp2_00250_0020_009_10_0.25_Ancient_output_alignment.fa"
"900",900,10,20,250,10,0.25,"Ancient","exp2_00250_0020_010_10_0.25_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_010_10_0.25_Ancient/exp2_00250_0020_010_10_0.25_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_010_10_0.25_Ancient/exp2_00250_0020_010_10_0.25_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_010_10_0.25_Ancient/exp2_00250_0020_010_10_0.25_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_010_10_0.25_Ancient/exp2_00250_0020_010_10_0.25_Ancient_output_alignment.fa"
"901",901,1,50,250,10,0.25,"Ancient","exp2_00250_0050_001_10_0.25_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_001_10_0.25_Ancient/exp2_00250_0050_001_10_0.25_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_001_10_0.25_Ancient/exp2_00250_0050_001_10_0.25_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_001_10_0.25_Ancient/exp2_00250_0050_001_10_0.25_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_001_10_0.25_Ancient/exp2_00250_0050_001_10_0.25_Ancient_output_alignment.fa"
"902",902,2,50,250,10,0.25,"Ancient","exp2_00250_0050_002_10_0.25_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_002_10_0.25_Ancient/exp2_00250_0050_002_10_0.25_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_002_10_0.25_Ancient/exp2_00250_0050_002_10_0.25_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_002_10_0.25_Ancient/exp2_00250_0050_002_10_0.25_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_002_10_0.25_Ancient/exp2_00250_0050_002_10_0.25_Ancient_output_alignment.fa"
"903",903,3,50,250,10,0.25,"Ancient","exp2_00250_0050_003_10_0.25_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_003_10_0.25_Ancient/exp2_00250_0050_003_10_0.25_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_003_10_0.25_Ancient/exp2_00250_0050_003_10_0.25_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_003_10_0.25_Ancient/exp2_00250_0050_003_10_0.25_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_003_10_0.25_Ancient/exp2_00250_0050_003_10_0.25_Ancient_output_alignment.fa"
"904",904,4,50,250,10,0.25,"Ancient","exp2_00250_0050_004_10_0.25_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_004_10_0.25_Ancient/exp2_00250_0050_004_10_0.25_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_004_10_0.25_Ancient/exp2_00250_0050_004_10_0.25_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_004_10_0.25_Ancient/exp2_00250_0050_004_10_0.25_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_004_10_0.25_Ancient/exp2_00250_0050_004_10_0.25_Ancient_output_alignment.fa"
"905",905,5,50,250,10,0.25,"Ancient","exp2_00250_0050_005_10_0.25_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_005_10_0.25_Ancient/exp2_00250_0050_005_10_0.25_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_005_10_0.25_Ancient/exp2_00250_0050_005_10_0.25_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_005_10_0.25_Ancient/exp2_00250_0050_005_10_0.25_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_005_10_0.25_Ancient/exp2_00250_0050_005_10_0.25_Ancient_output_alignment.fa"
"906",906,6,50,250,10,0.25,"Ancient","exp2_00250_0050_006_10_0.25_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_006_10_0.25_Ancient/exp2_00250_0050_006_10_0.25_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_006_10_0.25_Ancient/exp2_00250_0050_006_10_0.25_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_006_10_0.25_Ancient/exp2_00250_0050_006_10_0.25_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_006_10_0.25_Ancient/exp2_00250_0050_006_10_0.25_Ancient_output_alignment.fa"
"907",907,7,50,250,10,0.25,"Ancient","exp2_00250_0050_007_10_0.25_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_007_10_0.25_Ancient/exp2_00250_0050_007_10_0.25_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_007_10_0.25_Ancient/exp2_00250_0050_007_10_0.25_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_007_10_0.25_Ancient/exp2_00250_0050_007_10_0.25_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_007_10_0.25_Ancient/exp2_00250_0050_007_10_0.25_Ancient_output_alignment.fa"
"908",908,8,50,250,10,0.25,"Ancient","exp2_00250_0050_008_10_0.25_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_008_10_0.25_Ancient/exp2_00250_0050_008_10_0.25_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_008_10_0.25_Ancient/exp2_00250_0050_008_10_0.25_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_008_10_0.25_Ancient/exp2_00250_0050_008_10_0.25_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_008_10_0.25_Ancient/exp2_00250_0050_008_10_0.25_Ancient_output_alignment.fa"
"909",909,9,50,250,10,0.25,"Ancient","exp2_00250_0050_009_10_0.25_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_009_10_0.25_Ancient/exp2_00250_0050_009_10_0.25_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_009_10_0.25_Ancient/exp2_00250_0050_009_10_0.25_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_009_10_0.25_Ancient/exp2_00250_0050_009_10_0.25_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_009_10_0.25_Ancient/exp2_00250_0050_009_10_0.25_Ancient_output_alignment.fa"
"910",910,10,50,250,10,0.25,"Ancient","exp2_00250_0050_010_10_0.25_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_010_10_0.25_Ancient/exp2_00250_0050_010_10_0.25_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_010_10_0.25_Ancient/exp2_00250_0050_010_10_0.25_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_010_10_0.25_Ancient/exp2_00250_0050_010_10_0.25_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_010_10_0.25_Ancient/exp2_00250_0050_010_10_0.25_Ancient_output_alignment.fa"
"911",911,1,100,250,10,0.25,"Ancient","exp2_00250_0100_001_10_0.25_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_001_10_0.25_Ancient/exp2_00250_0100_001_10_0.25_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_001_10_0.25_Ancient/exp2_00250_0100_001_10_0.25_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_001_10_0.25_Ancient/exp2_00250_0100_001_10_0.25_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_001_10_0.25_Ancient/exp2_00250_0100_001_10_0.25_Ancient_output_alignment.fa"
"912",912,2,100,250,10,0.25,"Ancient","exp2_00250_0100_002_10_0.25_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_002_10_0.25_Ancient/exp2_00250_0100_002_10_0.25_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_002_10_0.25_Ancient/exp2_00250_0100_002_10_0.25_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_002_10_0.25_Ancient/exp2_00250_0100_002_10_0.25_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_002_10_0.25_Ancient/exp2_00250_0100_002_10_0.25_Ancient_output_alignment.fa"
"913",913,3,100,250,10,0.25,"Ancient","exp2_00250_0100_003_10_0.25_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_003_10_0.25_Ancient/exp2_00250_0100_003_10_0.25_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_003_10_0.25_Ancient/exp2_00250_0100_003_10_0.25_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_003_10_0.25_Ancient/exp2_00250_0100_003_10_0.25_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_003_10_0.25_Ancient/exp2_00250_0100_003_10_0.25_Ancient_output_alignment.fa"
"914",914,4,100,250,10,0.25,"Ancient","exp2_00250_0100_004_10_0.25_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_004_10_0.25_Ancient/exp2_00250_0100_004_10_0.25_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_004_10_0.25_Ancient/exp2_00250_0100_004_10_0.25_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_004_10_0.25_Ancient/exp2_00250_0100_004_10_0.25_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_004_10_0.25_Ancient/exp2_00250_0100_004_10_0.25_Ancient_output_alignment.fa"
"915",915,5,100,250,10,0.25,"Ancient","exp2_00250_0100_005_10_0.25_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_005_10_0.25_Ancient/exp2_00250_0100_005_10_0.25_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_005_10_0.25_Ancient/exp2_00250_0100_005_10_0.25_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_005_10_0.25_Ancient/exp2_00250_0100_005_10_0.25_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_005_10_0.25_Ancient/exp2_00250_0100_005_10_0.25_Ancient_output_alignment.fa"
"916",916,6,100,250,10,0.25,"Ancient","exp2_00250_0100_006_10_0.25_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_006_10_0.25_Ancient/exp2_00250_0100_006_10_0.25_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_006_10_0.25_Ancient/exp2_00250_0100_006_10_0.25_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_006_10_0.25_Ancient/exp2_00250_0100_006_10_0.25_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_006_10_0.25_Ancient/exp2_00250_0100_006_10_0.25_Ancient_output_alignment.fa"
"917",917,7,100,250,10,0.25,"Ancient","exp2_00250_0100_007_10_0.25_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_007_10_0.25_Ancient/exp2_00250_0100_007_10_0.25_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_007_10_0.25_Ancient/exp2_00250_0100_007_10_0.25_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_007_10_0.25_Ancient/exp2_00250_0100_007_10_0.25_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_007_10_0.25_Ancient/exp2_00250_0100_007_10_0.25_Ancient_output_alignment.fa"
"918",918,8,100,250,10,0.25,"Ancient","exp2_00250_0100_008_10_0.25_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_008_10_0.25_Ancient/exp2_00250_0100_008_10_0.25_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_008_10_0.25_Ancient/exp2_00250_0100_008_10_0.25_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_008_10_0.25_Ancient/exp2_00250_0100_008_10_0.25_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_008_10_0.25_Ancient/exp2_00250_0100_008_10_0.25_Ancient_output_alignment.fa"
"919",919,9,100,250,10,0.25,"Ancient","exp2_00250_0100_009_10_0.25_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_009_10_0.25_Ancient/exp2_00250_0100_009_10_0.25_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_009_10_0.25_Ancient/exp2_00250_0100_009_10_0.25_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_009_10_0.25_Ancient/exp2_00250_0100_009_10_0.25_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_009_10_0.25_Ancient/exp2_00250_0100_009_10_0.25_Ancient_output_alignment.fa"
"920",920,10,100,250,10,0.25,"Ancient","exp2_00250_0100_010_10_0.25_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_010_10_0.25_Ancient/exp2_00250_0100_010_10_0.25_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_010_10_0.25_Ancient/exp2_00250_0100_010_10_0.25_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_010_10_0.25_Ancient/exp2_00250_0100_010_10_0.25_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_010_10_0.25_Ancient/exp2_00250_0100_010_10_0.25_Ancient_output_alignment.fa"
"921",921,1,10,250,100,0.25,"Ancient","exp2_00250_0010_001_100_0.25_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_001_100_0.25_Ancient/exp2_00250_0010_001_100_0.25_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_001_100_0.25_Ancient/exp2_00250_0010_001_100_0.25_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_001_100_0.25_Ancient/exp2_00250_0010_001_100_0.25_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_001_100_0.25_Ancient/exp2_00250_0010_001_100_0.25_Ancient_output_alignment.fa"
"922",922,2,10,250,100,0.25,"Ancient","exp2_00250_0010_002_100_0.25_Ancient","JC",NA,250000,"DNA","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_002_100_0.25_Ancient/exp2_00250_0010_002_100_0.25_Ancient_starting_tree.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_002_100_0.25_Ancient/exp2_00250_0010_002_100_0.25_Ancient_ms_gene_trees.txt","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_002_100_0.25_Ancient/exp2_00250_0010_002_100_0.25_Ancient_partitions.nex","/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_002_100_0.25_Ancient/exp2_00250_0010_002_100_0.25_Ancient_output_alignment.fa"
